5.200196e-01	8.058453e-01	-2.487421e-01
5.133505e-01	8.266202e-01	-2.338966e-01
5.091486e-01	8.266517e-01	-2.339107e-01
5.052274e-01	8.267001e-01	-2.338688e-01
5.260194e-01	8.275586e-01	-2.363874e-01
5.304043e-01	8.282815e-01	-2.363525e-01
5.345448e-01	8.289863e-01	-2.362050e-01
4.992304e-01	8.218644e-01	-1.231451e-01
5.396810e-01	8.265803e-01	-1.338693e-01
5.120966e-01	7.873524e-01	-2.053095e-01
5.278716e-01	7.895665e-01	-2.077260e-01
4.739532e-01	7.070896e-01	-3.307974e-02
5.718814e-01	7.234093e-01	-4.625409e-02
4.630060e-01	5.995502e-01	7.230706e-02
5.901020e-01	6.181132e-01	4.240857e-02
4.464521e-01	5.186399e-01	6.309905e-02
5.936421e-01	5.211859e-01	1.054630e-02
4.415385e-01	4.874436e-01	5.223349e-02
5.999460e-01	4.915797e-01	-3.923671e-03
4.439695e-01	4.878727e-01	1.141699e-02
5.924117e-01	4.903421e-01	-4.014931e-02
4.491254e-01	4.989197e-01	4.657275e-02
5.875683e-01	4.994818e-01	-5.245388e-03
4.916189e-01	4.499796e-01	7.955928e-03
5.500271e-01	4.457801e-01	-7.965018e-03
4.791149e-01	2.522706e-01	3.763162e-03
5.554082e-01	2.535642e-01	-6.545495e-04
4.800546e-01	8.684352e-02	1.336724e-01
5.595064e-01	8.845550e-02	1.421325e-01
4.910159e-01	6.146193e-02	1.391798e-01
5.472926e-01	6.174153e-02	1.482222e-01
4.544687e-01	3.286490e-02	2.270937e-02
5.888085e-01	3.117311e-02	2.665987e-02
5.198938e-01	8.057525e-01	-3.339460e-01
5.131547e-01	8.264676e-01	-3.188826e-01
5.090840e-01	8.264843e-01	-3.189589e-01
5.049771e-01	8.265134e-01	-3.189167e-01
5.255314e-01	8.274853e-01	-3.214352e-01
5.300311e-01	8.282328e-01	-3.213930e-01
5.341858e-01	8.289640e-01	-3.212677e-01
4.990655e-01	8.218147e-01	-1.906363e-01
5.395985e-01	8.264194e-01	-2.065010e-01
5.120906e-01	7.873384e-01	-2.836856e-01
5.278124e-01	7.894448e-01	-2.872600e-01
4.742359e-01	7.090836e-01	-7.483429e-02
5.718792e-01	7.239159e-01	-6.608148e-02
4.622069e-01	6.062334e-01	1.034240e-01
5.902565e-01	6.199692e-01	1.187143e-01
4.447448e-01	5.284780e-01	2.198625e-01
5.981994e-01	5.287698e-01	2.166630e-01
4.385485e-01	4.967634e-01	2.385248e-01
6.038793e-01	5.018468e-01	2.347400e-01
4.415771e-01	4.960248e-01	1.898960e-01
5.968776e-01	5.030071e-01	1.990877e-01
4.467227e-01	5.056777e-01	2.045151e-01
5.926183e-01	5.119395e-01	2.066699e-01
4.907334e-01	4.495589e-01	4.433252e-03
5.500044e-01	4.458914e-01	-4.641435e-03
4.790176e-01	2.527535e-01	3.006392e-03
5.557587e-01	2.538789e-01	-6.897134e-04
4.792075e-01	8.548356e-02	1.501397e-01
5.600122e-01	8.873177e-02	1.427393e-01
4.890301e-01	6.040746e-02	1.581009e-01
5.485548e-01	6.243688e-02	1.484862e-01
4.544535e-01	3.360322e-02	5.046014e-02
5.891055e-01	3.391417e-02	2.783623e-02
5.197084e-01	8.026087e-01	-3.373436e-01
5.129830e-01	8.237644e-01	-3.219832e-01
5.090364e-01	8.239543e-01	-3.220596e-01
5.047889e-01	8.241590e-01	-3.220103e-01
5.252837e-01	8.245611e-01	-3.245132e-01
5.298671e-01	8.253677e-01	-3.244733e-01
5.339771e-01	8.261323e-01	-3.243402e-01
4.988390e-01	8.204976e-01	-1.920525e-01
5.394619e-01	8.239393e-01	-2.072777e-01
5.119972e-01	7.847427e-01	-2.863971e-01
5.275431e-01	7.865268e-01	-2.898355e-01
4.743044e-01	7.104465e-01	-7.429335e-02
5.716995e-01	7.240689e-01	-6.780753e-02
4.596453e-01	6.129096e-01	1.158182e-01
5.943324e-01	6.254284e-01	1.116405e-01
4.417157e-01	5.389588e-01	2.236611e-01
6.063403e-01	5.432855e-01	1.822856e-01
4.344374e-01	5.107954e-01	2.388639e-01
6.140264e-01	5.174189e-01	1.941307e-01
4.380700e-01	5.109474e-01	1.890022e-01
6.063727e-01	5.174816e-01	1.558277e-01
4.434250e-01	5.189617e-01	2.075215e-01
6.009685e-01	5.253776e-01	1.703253e-01
4.899878e-01	4.491168e-01	2.958023e-03
5.498828e-01	4.460851e-01	-3.170932e-03
4.789338e-01	2.529282e-01	3.012791e-03
5.557879e-01	2.541099e-01	2.449755e-03
4.784611e-01	8.467858e-02	1.551984e-01
5.601498e-01	8.887447e-02	1.528684e-01
4.876233e-01	5.979744e-02	1.630695e-01
5.490862e-01	6.296507e-02	1.586364e-01
4.543611e-01	3.399069e-02	5.298341e-02
5.891531e-01	3.553313e-02	3.675871e-02
5.189117e-01	7.986400e-01	-3.497144e-01
5.125721e-01	8.199912e-01	-3.347420e-01
5.087278e-01	8.203437e-01	-3.348264e-01
5.043060e-01	8.207883e-01	-3.347687e-01
5.246024e-01	8.207014e-01	-3.372454e-01
5.292594e-01	8.216603e-01	-3.372059e-01
5.334017e-01	8.225983e-01	-3.370705e-01
4.986003e-01	8.187152e-01	-2.024243e-01
5.392676e-01	8.216868e-01	-2.175777e-01
5.116055e-01	7.808657e-01	-2.976630e-01
5.267988e-01	7.827973e-01	-3.010139e-01
4.744937e-01	7.118452e-01	-7.655987e-02
5.710233e-01	7.245638e-01	-7.060204e-02
4.565891e-01	6.228461e-01	1.348718e-01
5.986953e-01	6.325070e-01	1.325414e-01
4.376527e-01	5.512995e-01	2.808432e-01
6.178325e-01	5.581030e-01	2.383035e-01
4.304452e-01	5.251983e-01	3.059262e-01
6.275989e-01	5.329014e-01	2.591361e-01
4.333250e-01	5.247915e-01	2.549402e-01
6.222918e-01	5.337662e-01	2.186434e-01
4.382001e-01	5.321172e-01	2.653229e-01
6.161739e-01	5.403835e-01	2.264487e-01
4.895392e-01	4.491251e-01	2.188034e-03
5.494455e-01	4.462449e-01	-2.418577e-03
4.787875e-01	2.532862e-01	3.014108e-03
5.556839e-01	2.542731e-01	6.784633e-03
4.777091e-01	8.455483e-02	1.559628e-01
5.602340e-01	8.906399e-02	1.627392e-01
4.864728e-01	5.964053e-02	1.639065e-01
5.493237e-01	6.361333e-02	1.690343e-01
4.542867e-01	3.447134e-02	5.472513e-02
5.891551e-01	3.622876e-02	4.896996e-02
5.137540e-01	7.924341e-01	-3.697953e-01
5.090603e-01	8.136694e-01	-3.550613e-01
5.049807e-01	8.144983e-01	-3.551566e-01
5.009894e-01	8.154815e-01	-3.551005e-01
5.203673e-01	8.142774e-01	-3.593275e-01
5.248796e-01	8.154102e-01	-3.592905e-01
5.295225e-01	8.164575e-01	-3.591581e-01
4.975506e-01	8.157874e-01	-2.188062e-01
5.378200e-01	8.172083e-01	-2.421064e-01
5.085227e-01	7.744785e-01	-3.155763e-01
5.226015e-01	7.757180e-01	-3.212716e-01
4.744018e-01	7.130333e-01	-8.133660e-02
5.705411e-01	7.267020e-01	-8.738704e-02
4.527017e-01	6.375141e-01	1.536060e-01
6.015772e-01	6.458980e-01	1.323648e-01
4.288431e-01	5.646674e-01	3.295115e-01
6.316694e-01	5.812172e-01	2.655423e-01
4.209270e-01	5.402597e-01	3.623438e-01
6.447657e-01	5.616670e-01	2.936726e-01
4.241699e-01	5.400791e-01	3.111515e-01
6.404364e-01	5.581478e-01	2.522801e-01
4.286436e-01	5.466290e-01	3.148844e-01
6.344604e-01	5.614787e-01	2.544014e-01
4.889459e-01	4.492810e-01	2.379620e-03
5.490270e-01	4.465246e-01	-2.563130e-03
4.786598e-01	2.535279e-01	-1.113582e-03
5.553487e-01	2.543566e-01	7.274392e-03
4.773106e-01	8.444812e-02	1.524464e-01
5.602524e-01	8.921006e-02	1.633165e-01
4.860083e-01	5.947132e-02	1.617718e-01
5.494055e-01	6.396930e-02	1.698040e-01
4.541343e-01	3.475474e-02	4.868262e-02
5.891366e-01	3.638305e-02	5.119524e-02
5.125401e-01	7.870832e-01	-3.411601e-01
5.082598e-01	8.086054e-01	-3.255925e-01
5.040572e-01	8.097598e-01	-3.256696e-01
5.001293e-01	8.109652e-01	-3.256026e-01
5.194126e-01	8.091141e-01	-3.295585e-01
5.238178e-01	8.103412e-01	-3.295197e-01
5.284675e-01	8.115942e-01	-3.293779e-01
4.971139e-01	8.125982e-01	-1.937858e-01
5.369684e-01	8.135029e-01	-2.142829e-01
5.077738e-01	7.692195e-01	-2.890481e-01
5.214304e-01	7.700294e-01	-2.941013e-01
4.743765e-01	7.142400e-01	-7.135451e-02
5.701008e-01	7.276583e-01	-7.788309e-02
4.467371e-01	6.456274e-01	1.891314e-01
6.068383e-01	6.604095e-01	1.279420e-01
4.193540e-01	5.749673e-01	3.788401e-01
6.438260e-01	5.989228e-01	2.429360e-01
4.097610e-01	5.526777e-01	4.132913e-01
6.579834e-01	5.812402e-01	2.656671e-01
4.127235e-01	5.513353e-01	3.607006e-01
6.523237e-01	5.781022e-01	2.224293e-01
4.177722e-01	5.567957e-01	3.637571e-01
6.454467e-01	5.795421e-01	2.298969e-01
4.885439e-01	4.484983e-01	2.935625e-03
5.483097e-01	4.458399e-01	-3.142545e-03
4.784427e-01	2.534679e-01	-4.269297e-04
5.551186e-01	2.543211e-01	1.439361e-02
4.770383e-01	8.436799e-02	1.502836e-01
5.603371e-01	8.933374e-02	1.792522e-01
4.857545e-01	5.929466e-02	1.586120e-01
5.496009e-01	6.432506e-02	1.868463e-01
4.540154e-01	3.512100e-02	4.625883e-02
5.891411e-01	3.634788e-02	6.849132e-02
5.113719e-01	7.827739e-01	-2.965206e-01
5.070722e-01	8.047644e-01	-2.786248e-01
5.027847e-01	8.060487e-01	-2.786955e-01
4.989614e-01	8.074129e-01	-2.785720e-01
5.182649e-01	8.055617e-01	-2.830370e-01
5.226542e-01	8.070127e-01	-2.829747e-01
5.273769e-01	8.085647e-01	-2.827989e-01
4.963914e-01	8.098855e-01	-1.456915e-01
5.362601e-01	8.109424e-01	-1.688707e-01
5.069649e-01	7.649295e-01	-2.455868e-01
5.203623e-01	7.658687e-01	-2.512234e-01
4.741921e-01	7.149653e-01	-2.633173e-02
5.697373e-01	7.290310e-01	-4.150943e-02
4.429398e-01	6.594484e-01	2.219541e-01
6.124313e-01	6.689892e-01	1.370696e-01
